PATH  Rmax= 4.700,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
     1    2   6.000  index, nleg, degeneracy, r=  2.0842
      x           y           z     ipot  label      rleg      beta        eta
    0.000000    0.000000    2.084200   2 'O     '     2.0842  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Ni    '     2.0842  180.0000    0.0000
     2    2  12.000  index, nleg, degeneracy, r=  2.9475
      x           y           z     ipot  label      rleg      beta        eta
   -2.084200    0.000000    2.084200   1 'Ni    '     2.9475  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Ni    '     2.9475  180.0000    0.0000
     3    3  24.000  index, nleg, degeneracy, r=  3.5580
      x           y           z     ipot  label      rleg      beta        eta
    0.000000    0.000000   -2.084200   2 'O     '     2.0842  135.0000    0.0000
    0.000000    2.084200    0.000000   2 'O     '     2.9475  135.0000    0.0000
    0.000000    0.000000    0.000000   0 'Ni    '     2.0842   90.0000    0.0000
     4    3  48.000  index, nleg, degeneracy, r=  3.5580
      x           y           z     ipot  label      rleg      beta        eta
    0.000000    2.084200   -2.084200   1 'Ni    '     2.9475  135.0000    0.0000
    0.000000    0.000000   -2.084200   2 'O     '     2.0842   90.0000    0.0000
    0.000000    0.000000    0.000000   0 'Ni    '     2.0842  135.0000    0.0000
     5    2   8.000  index, nleg, degeneracy, r=  3.6099
      x           y           z     ipot  label      rleg      beta        eta
   -2.084200    2.084200   -2.084200   2 'O     '     3.6099  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Ni    '     3.6099  180.0000    0.0000
     6    2   6.000  index, nleg, degeneracy, r=  4.1684
      x           y           z     ipot  label      rleg      beta        eta
    0.000000   -4.168400    0.000000   1 'Ni    '     4.1684  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Ni    '     4.1684  180.0000    0.0000
     7    3   6.000  index, nleg, degeneracy, r=  4.1684
      x           y           z     ipot  label      rleg      beta        eta
    0.000000    2.084200    0.000000   2 'O     '     2.0842  180.0000    0.0000
    0.000000   -2.084200    0.000000   2 'O     '     4.1684  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Ni    '     2.0842    0.0000    0.0000
     8    3  12.000  index, nleg, degeneracy, r=  4.1684
      x           y           z     ipot  label      rleg      beta        eta
   -4.168400    0.000000    0.000000   1 'Ni    '     4.1684  180.0000    0.0000
   -2.084200    0.000000    0.000000   2 'O     '     2.0842    0.0000    0.0000
    0.000000    0.000000    0.000000   0 'Ni    '     2.0842  180.0000    0.0000
     9    4   6.000  index, nleg, degeneracy, r=  4.1684
