PATH  Rmax= 3.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
     1    2   1.000  index, nleg, degeneracy, r=  2.0264
      x           y           z     ipot  label      rleg      beta        eta
   -0.460180    1.155770   -1.599630   2 'C     '     2.0264  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.0264  180.0000    0.0000
     2    2   1.000  index, nleg, degeneracy, r=  2.0369
      x           y           z     ipot  label      rleg      beta        eta
   -0.063420   -0.146760   -2.030590   2 'C     '     2.0369  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.0369  180.0000    0.0000
     3    2   1.000  index, nleg, degeneracy, r=  2.0542
      x           y           z     ipot  label      rleg      beta        eta
    1.269920   -0.363470   -1.573130   2 'C     '     2.0542  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.0542  180.0000    0.0000
     4    2   1.000  index, nleg, degeneracy, r=  2.0550
      x           y           z     ipot  label      rleg      beta        eta
   -1.545740   -0.973460    0.941380   2 'C     '     2.0550  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.0550  180.0000    0.0000
     5    2   1.000  index, nleg, degeneracy, r=  2.0714
      x           y           z     ipot  label      rleg      beta        eta
    1.690280    0.816380   -0.875800   2 'C     '     2.0714  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.0714  180.0000    0.0000
     6    2   1.000  index, nleg, degeneracy, r=  2.0808
      x           y           z     ipot  label      rleg      beta        eta
    0.615050   -1.029650    1.700420   2 'C     '     2.0808  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.0808  180.0000    0.0000
     7    2   1.000  index, nleg, degeneracy, r=  2.0842
      x           y           z     ipot  label      rleg      beta        eta
    0.622420    1.781820   -0.884040   2 'C     '     2.0842  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.0842  180.0000    0.0000
     8    2   1.000  index, nleg, degeneracy, r=  2.0849
      x           y           z     ipot  label      rleg      beta        eta
   -1.293520    0.263720    1.613690   2 'C     '     2.0849  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.0849  180.0000    0.0000
     9    2   1.000  index, nleg, degeneracy, r=  2.0873
      x           y           z     ipot  label      rleg      beta        eta
   -0.370210   -1.799020    0.991560   2 'C     '     2.0873  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.0873  180.0000    0.0000
    10    2   1.000  index, nleg, degeneracy, r=  2.0995
      x           y           z     ipot  label      rleg      beta        eta
    0.053100    0.229320    2.086250   2 'C     '     2.0995  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.0995  180.0000    0.0000
    11    3   2.000  index, nleg, degeneracy, r=  2.7457
      x           y           z     ipot  label      rleg      beta        eta
   -0.063420   -0.146760   -2.030590   2 'C     '     2.0369  110.9703    0.0000
   -0.460180    1.155770   -1.599630   2 'C     '     1.4282  110.1851    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.0264  138.8446    0.0000
    12    3   2.000  index, nleg, degeneracy, r=  2.7586
      x           y           z     ipot  label      rleg      beta        eta
    1.269920   -0.363470   -1.573130   2 'C     '     2.0542  111.0519    0.0000
   -0.063420   -0.146760   -2.030590   2 'C     '     1.4262  109.7506    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.0369  139.1975    0.0000
    13    3   2.000  index, nleg, degeneracy, r=  2.7757
      x           y           z     ipot  label      rleg      beta        eta
    0.622420    1.781820   -0.884040   2 'C     '     2.0842  112.6558    0.0000
   -0.460180    1.155770   -1.599630   2 'C     '     1.4408  108.3521    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.0264  138.9922    0.0000
    14    3   2.000  index, nleg, degeneracy, r=  2.7795
      x           y           z     ipot  label      rleg      beta        eta
    1.690280    0.816380   -0.875800   2 'C     '     2.0714  110.9769    0.0000
    1.269920   -0.363470   -1.573130   2 'C     '     1.4335  109.6869    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.0542  139.3362    0.0000
    15    2   1.000  index, nleg, degeneracy, r=  2.7842
      x           y           z     ipot  label      rleg      beta        eta
   -1.439540    1.585750   -1.779000   6 'H     '     2.7842  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.7842  180.0000    0.0000
    16    3   2.000  index, nleg, degeneracy, r=  2.7852
      x           y           z     ipot  label      rleg      beta        eta
   -1.293520    0.263720    1.613690   2 'C     '     2.0849  111.3325    0.0000
   -1.545740   -0.973460    0.941380   2 'C     '     1.4305  109.0878    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.0550  139.5797    0.0000
    17    3   2.000  index, nleg, degeneracy, r=  2.7898
      x           y           z     ipot  label      rleg      beta        eta
   -0.370210   -1.799020    0.991560   2 'C     '     2.0873  111.5044    0.0000
   -1.545740   -0.973460    0.941380   2 'C     '     1.4373  109.0928    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.0550  139.4028    0.0000
    18    2   1.000  index, nleg, degeneracy, r=  2.7946
      x           y           z     ipot  label      rleg      beta        eta
    1.815650   -1.292220   -1.686290   6 'H     '     2.7946  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.7946  180.0000    0.0000
    19    2   1.000  index, nleg, degeneracy, r=  2.7966
      x           y           z     ipot  label      rleg      beta        eta
   -0.668150   -0.866830   -2.573590   6 'H     '     2.7966  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.7966  180.0000    0.0000
    20    3   2.000  index, nleg, degeneracy, r=  2.7976
      x           y           z     ipot  label      rleg      beta        eta
    0.622420    1.781820   -0.884040   2 'C     '     2.0842  110.7470    0.0000
    1.690280    0.816380   -0.875800   2 'C     '     1.4396  109.7898    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.0714  139.4632    0.0000
    21    3   2.000  index, nleg, degeneracy, r=  2.8026
      x           y           z     ipot  label      rleg      beta        eta
   -0.370210   -1.799020    0.991560   2 'C     '     2.0873  110.4088    0.0000
    0.615050   -1.029650    1.700420   2 'C     '     1.4371  109.9270    0.0000
